img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:01:06 +0200] "GET /scripts/view_artist_photo.php?artist=158&size=7 HTTP/1.1" 200 37570 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
169.136.216.81.static.osr.siw.siwnet.net - - [19/Sep/2013:00:30:50 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:31:09 +0200] "GET /scripts/view_artist_photo.php?artist=1&size=7 HTTP/1.1" 200 37562 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
crawl-66-249-78-155.googlebot.com - - [19/Sep/2013:00:33:14 +0200] "GET /latar/michel-telo/ai-se-eu-te-pego.htm HTTP/1.1" 200 36882 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:33:37 +0200] "GET /images/blog/uploads/usa10.jpg HTTP/1.1" 200 36713 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
c-89-160-37-179.cust.bredband2.com - - [19/Sep/2013:00:35:42 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/2012/07/antligen-kanns-valdigt-konstigt-att.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
c-89-160-37-179.cust.bredband2.com - - [19/Sep/2013:00:35:42 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/2012/07/antligen-kanns-valdigt-konstigt-att.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
c-89-160-37-179.cust.bredband2.com - - [19/Sep/2013:00:35:42 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/2012/07/antligen-kanns-valdigt-konstigt-att.html" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:23.0) Gecko/20100101 Firefox/23.0"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:35:49 +0200] "GET /images/blog/uploads/1308031007.jpg HTTP/1.1" 200 36723 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:38:09 +0200] "GET /scripts/view_artist_photo.php?artist=159&size=7 HTTP/1.1" 200 37570 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
host-95-195-157-27.mobileonline.telia.com - - [19/Sep/2013:00:39:36 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 304 175 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_4 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B350 Safari/8536.25"
host-95-195-157-27.mobileonline.telia.com - - [19/Sep/2013:00:39:36 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 304 175 "http://atmycasa.blogspot.se/?m=1" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_4 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B350 Safari/8536.25"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:40:36 +0200] "GET /images/blog/uploads/1307251527.jpg HTTP/1.1" 200 36723 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:42:55 +0200] "GET /scripts/view_artist_photo.php?artist=11&size=1 HTTP/1.1" 200 37571 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:45:07 +0200] "GET /images/blog/uploads/SUCampus_1280.jpg HTTP/1.1" 200 36729 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
107-211-200-157.lightspeed.wlfrct.sbcglobal.net - - [19/Sep/2013:00:45:22 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.com/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
107-211-200-157.lightspeed.wlfrct.sbcglobal.net - - [19/Sep/2013:00:45:22 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.com/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
107-211-200-157.lightspeed.wlfrct.sbcglobal.net - - [19/Sep/2013:00:45:22 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.com/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36"
tecza.ibs.net.pl - - [19/Sep/2013:00:45:44 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.com/2013/09/vart-kommer-allt-ifran.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; pl-pl; SAMSUNG GT-P5100/P5100XWBLE4 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
tecza.ibs.net.pl - - [19/Sep/2013:00:45:44 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.com/2013/09/vart-kommer-allt-ifran.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; pl-pl; SAMSUNG GT-P5100/P5100XWBLE4 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
tecza.ibs.net.pl - - [19/Sep/2013:00:45:44 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.com/2013/09/vart-kommer-allt-ifran.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; pl-pl; SAMSUNG GT-P5100/P5100XWBLE4 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
tecza.ibs.net.pl - - [19/Sep/2013:00:46:57 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.com/2013/09/chilibonsai.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; pl-pl; SAMSUNG GT-P5100/P5100XWBLE4 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
tecza.ibs.net.pl - - [19/Sep/2013:00:46:57 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.com/2013/09/chilibonsai.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; pl-pl; SAMSUNG GT-P5100/P5100XWBLE4 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
tecza.ibs.net.pl - - [19/Sep/2013:00:46:57 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.com/2013/09/chilibonsai.html" "Mozilla/5.0 (Linux; U; Android 4.0.4; pl-pl; SAMSUNG GT-P5100/P5100XWBLE4 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:47:26 +0200] "GET /images/blog/uploads/201308152226.jpg HTTP/1.1" 200 36727 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:49:46 +0200] "GET /images/blog/uploads/201307122144.jpg HTTP/1.1" 200 36727 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
81-237-255-26-no116.tbcn.telia.com - - [19/Sep/2013:00:51:44 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
81-237-255-26-no116.tbcn.telia.com - - [19/Sep/2013:00:51:44 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
81-237-255-26-no116.tbcn.telia.com - - [19/Sep/2013:00:51:44 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:51:59 +0200] "GET /scripts/view_artist_photo.php?artist=120&size=2 HTTP/1.1" 200 37570 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:54:19 +0200] "GET /images/blog/uploads/takshow.jpg HTTP/1.1" 200 36717 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:56:35 +0200] "GET /scripts/view_artist_photo.php?artist=99&size=1 HTTP/1.1" 200 37571 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:00:58:54 +0200] "GET /images/bloglovin.jpg HTTP/1.1" 200 36695 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:01:15 +0200] "GET /images/icons/facebook_icon.jpeg HTTP/1.1" 200 36717 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:04:06 +0200] "GET /scripts/view_artist_photo.php?artist=148&size=2 HTTP/1.1" 200 37570 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:07:02 +0200] "GET /images/poddsnack/kapitulationen/4.jpg HTTP/1.1" 200 36729 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
msnbot-157-56-93-84.search.msn.com - - [19/Sep/2013:01:07:29 +0200] "GET /robots.txt HTTP/1.1" 200 302 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:10:14 +0200] "GET /scripts/view_artist_photo.php?artist=57&size=2 HTTP/1.1" 200 37571 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
msnbot-157-56-93-84.search.msn.com - - [19/Sep/2013:01:11:55 +0200] "GET /nyheter/2013-01-02/nu-smygstartar-vi-ssongen.htm HTTP/1.1" 200 37251 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:13:02 +0200] "GET /scripts/view_artist_photo.php?artist=14&size=7 HTTP/1.1" 200 37571 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
129.178.88.85 - - [19/Sep/2013:01:13:42 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 304 175 "-" "Mozilla/4.0 (compatible;)"
msnbot-157-56-93-84.search.msn.com - - [19/Sep/2013:01:14:18 +0200] "GET /nyheter/2013-01-02/nu-smygstartar-vi-ssongen.htm HTTP/1.0" 200 36987 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:16:06 +0200] "GET /images/blog/uploads/usa6.jpg HTTP/1.1" 200 36711 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:19:03 +0200] "GET /scripts/view_artist_photo.php?artist=146&size=2 HTTP/1.1" 200 37570 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
h-198-18.a161.priv.bahnhof.se - - [19/Sep/2013:01:19:24 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30729; OfficeLiveConnector.1.5; OfficeLivePatch.1.3; .NET4.0C; BRI/2; BOIE9;SVSE)"
h-198-18.a161.priv.bahnhof.se - - [19/Sep/2013:01:19:24 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30729; OfficeLiveConnector.1.5; OfficeLivePatch.1.3; .NET4.0C; BRI/2; BOIE9;SVSE)"
h-198-18.a161.priv.bahnhof.se - - [19/Sep/2013:01:19:26 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.se/" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30729; OfficeLiveConnector.1.5; OfficeLivePatch.1.3; .NET4.0C; BRI/2; BOIE9;SVSE)"
crawl-66-249-78-155.googlebot.com - - [19/Sep/2013:01:20:58 +0200] "GET /artister/difpodden/ HTTP/1.1" 200 790 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
crawl-66-249-78-155.googlebot.com - - [19/Sep/2013:01:21:03 +0200] "GET /artister/difpodden HTTP/1.1" 200 36842 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:21:43 +0200] "GET /scripts/view_artist_photo.php?artist=153&size=7 HTTP/1.1" 200 37570 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
crawl-66-249-78-155.googlebot.com - - [19/Sep/2013:01:22:10 +0200] "GET /kategori/norden HTTP/1.1" 200 36836 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:24:45 +0200] "GET /images/blog/uploads/syster.jpg HTTP/1.1" 200 36715 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:27:50 +0200] "GET /scripts/view_artist_photo.php?artist=5&size=1 HTTP/1.1" 200 37562 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
129.178.88.84 - - [19/Sep/2013:01:30:05 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 304 175 "-" "Mozilla/4.0 (compatible;)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:30:48 +0200] "GET /images/blog/uploads/20130726-1.JPG HTTP/1.1" 200 36723 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:33:43 +0200] "GET /images/poddsnack/kapitulationen/3.jpg HTTP/1.1" 200 36729 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
ool-18ba37ca.dyn.optonline.net - - [19/Sep/2013:01:34:29 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13"
ool-18ba37ca.dyn.optonline.net - - [19/Sep/2013:01:34:29 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18596 "http://atmycasa.blogspot.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13"
ool-18ba37ca.dyn.optonline.net - - [19/Sep/2013:01:34:32 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:36:55 +0200] "GET /images/blog/uploads/201308090918.jpg HTTP/1.1" 200 36727 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
c83-255-142-117.bredband.comhem.se - - [19/Sep/2013:01:38:13 +0200] "GET /atmycasa/bloglovin.jpg HTTP/1.1" 200 19710 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
c83-255-142-117.bredband.comhem.se - - [19/Sep/2013:01:38:13 +0200] "GET /atmycasa/mejladress.jpg HTTP/1.1" 200 17337 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
c83-255-142-117.bredband.comhem.se - - [19/Sep/2013:01:38:14 +0200] "GET /atmycasa/instagram.jpg HTTP/1.1" 200 18595 "http://atmycasa.blogspot.se/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:39:59 +0200] "GET /images/blog/uploads/1307161542.jpg HTTP/1.1" 200 36723 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:43:12 +0200] "GET /scripts/view_artist_photo.php?artist=8&size=1 HTTP/1.1" 200 37562 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:46:48 +0200] "GET /images/blog/uploads/1307151150.png HTTP/1.1" 200 36722 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:50:08 +0200] "GET /scripts/view_artist_photo.php?artist=6&size=2 HTTP/1.1" 200 37566 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
img-spider-5-255-253-77.yandex.com - - [19/Sep/2013:01:53:23 +0200] "GET /images/poddsnack/kapitulationen/8.jpg HTTP/1.1" 200 36729 "-" "Mozilla/5.0 (compatible; YandexImages/3.0; +http://yandex.com/bots)"
